NAPS_Site_ID,Station_Name,Pollutant,Date,Value,Units,Report_Type,Method
10102,WATER STREET POST OFFICE,Bromide,2016-06-23T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-06-29T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-07-05T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-07-11T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-07-17T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-07-23T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-07-29T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-08-04T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-08-10T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-08-16T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-08-22T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-08-28T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-09-03T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-09-09T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-09-15T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-09-21T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-10-09T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-10-15T00:00,0.000,µg/m³,PM2.5,IC
10102,WATER STREET POST OFFICE,Bromide,2016-10-21T00:00,0.000,µg/m³,PM2.5,IC
